CustomerID,Country,State,City,Lat Long,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,CLTV,Churn Reason,Cluster,Segment
3285-UCQVC,United States,California,Seaside,"36.625114, -121.823565",Female,No,No,No,37,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),28.6,973.55,Yes,1,4429,Don't know,0,Budget Customers
5482-PLVPE,United States,California,Daly City,"37.691561, -122.445202",Female,Yes,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.35,41.85,Yes,1,3278,Competitor had better devices,1,At-Risk New
4902-OHLSK,United States,California,Half Moon Bay,"37.45567, -122.407992",Female,Yes,No,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,98.65,2862.75,Yes,1,4235,Competitor offered higher download speeds,1,At-Risk New
0495-ZBNGW,United States,California,Loma Mar,"37.266388, -122.26308",Male,Yes,Yes,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.9,343.95,Yes,1,4324,Competitor offered more data,1,At-Risk New
2357-COQEK,United States,California,Atherton,"37.454924, -122.203168",Female,Yes,No,No,28,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.3,2890.65,Yes,1,4136,Competitor made better offer,1,At-Risk New
3737-GCSPV,United States,California,Millbrae,"37.601248, -122.403099",Female,No,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.2,1222.05,Yes,1,3101,Competitor had better devices,1,At-Risk New
4088-YLDSU,United States,California,Redwood City,"37.410567, -122.297152",Male,No,Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.15,5743.05,Yes,1,4369,Competitor had better devices,2,Loyal High-Value
2034-CGRHZ,United States,California,San Francisco,"37.791222, -122.402241",Male,Yes,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.95,2496.7,Yes,1,5245,Competitor offered higher download speeds,2,Loyal High-Value
5797-APWZC,United States,California,San Francisco,"37.789168, -122.395009",Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.6,90.6,Yes,1,2540,Competitor offered higher download speeds,1,At-Risk New
3683-QKIUE,United States,California,San Francisco,"37.768881, -122.395521",Female,No,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),50.8,288.05,Yes,1,4713,Competitor offered higher download speeds,0,Budget Customers
4228-ZGYUW,United States,California,San Francisco,"37.791998, -122.408653",Male,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,368.1,Yes,1,3212,Competitor offered more data,1,At-Risk New
3519-ZKXGG,United States,California,San Francisco,"37.800254, -122.436975",Female,No,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,256.6,Yes,1,4062,Competitor offered more data,1,At-Risk New
6416-TVAIH,United States,California,San Francisco,"37.736535, -122.45732",Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.5,68.5,Yes,1,5753,Competitor offered more data,0,Budget Customers
5108-ADXWO,United States,California,San Francisco,"37.820894, -122.369725",Male,No,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,791.75,Yes,1,4509,Competitor made better offer,0,Budget Customers
3066-RRJIO,United States,California,San Francisco,"37.722302, -122.491129",Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.95,69.95,Yes,1,5341,Competitor made better offer,0,Budget Customers
6715-OFDBP,United States,California,Palo Alto,"37.386978, -122.177746",Male,No,No,No,5,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.05,346.4,Yes,1,4944,Price too high,0,Budget Customers
1567-DSCIC,United States,California,San Mateo,"37.590421, -122.306467",Male,No,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.0,773.65,Yes,1,2632,Product dissatisfaction,1,At-Risk New
2150-UWTFY,United States,California,San Mateo,"37.556634, -122.317723",Female,No,Yes,Yes,22,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,61.15,1422.05,Yes,1,4626,Service dissatisfaction,0,Budget Customers
2683-BPJSO,United States,California,Byron,"37.83323, -121.601461",Male,No,Yes,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,84.45,2467.1,Yes,1,2651,Lack of self-service on Website,1,At-Risk New
2157-MXBJS,United States,California,Calistoga,"38.629618, -122.593216",Male,No,Yes,No,13,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,75.3,989.45,Yes,1,4800,Network reliability,0,Budget Customers
9360-AHGNL,United States,California,Concord,"37.990118, -122.012188",Female,Yes,Yes,No,43,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,109.55,4830.25,Yes,1,5863,Limited range of services,2,Loyal High-Value
1087-UDSIH,United States,California,Concord,"38.013825, -122.039144",Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,59.75,Yes,1,5000,Lack of affordable download/upload speed,0,Budget Customers
5485-WUYWF,United States,California,Crockett,"38.049292, -122.228415",Male,Yes,No,No,2,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.4,94.55,Yes,1,4522,Long distance charges,0,Budget Customers
2632-UCGVD,United States,California,Fairfield,"38.287136, -122.02711",Male,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.05,6871.9,Yes,1,4512,Extra data charges,2,Loyal High-Value
5445-PZWGX,United States,California,Travis Afb,"38.265899, -121.939461",Male,No,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,102.0,6529.25,Yes,1,5090,Price too high,2,Loyal High-Value
9170-CCKOU,United States,California,Fremont,"37.516791, -121.899117",Male,No,Yes,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),90.2,1454.15,Yes,1,2026,Product dissatisfaction,1,At-Risk New
1043-YCUTE,United States,California,Hayward,"37.639215, -122.037554",Male,No,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.15,1327.15,Yes,1,6484,Service dissatisfaction,0,Budget Customers
3814-MLAXC,United States,California,Hayward,"37.62984, -122.120843",Female,No,No,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.85,2404.15,Yes,1,2554,Lack of self-service on Website,1,At-Risk New
1226-UDFZR,United States,California,Lafayette,"37.907777, -122.127161",Female,No,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,49.6,114.7,Yes,1,3599,Network reliability,1,At-Risk New
6425-YQLLO,United States,California,Pinole,"37.996462, -122.293716",Female,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.95,6975.25,Yes,1,6117,Don't know,2,Loyal High-Value
5442-UTCVD,United States,California,Pittsburg,"38.006047, -121.916834",Male,No,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,91.85,257.05,Yes,1,2704,Attitude of service provider,1,At-Risk New
7734-DBOAI,United States,California,Pope Valley,"38.672708, -122.403219",Female,No,Yes,Yes,1,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,40.1,40.1,Yes,1,5434,Attitude of support person,0,Budget Customers
2091-RFFBA,United States,California,Port Costa,"38.035707, -122.196821",Female,Yes,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.9,2217.15,Yes,1,2560,Attitude of support person,1,At-Risk New
2114-MGINA,United States,California,Rio Vista,"38.148862, -121.737696",Female,No,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.8,1129.1,Yes,1,4107,Attitude of support person,1,At-Risk New
4489-SNOJF,United States,California,Deer Park,"38.554383, -122.474773",Female,No,Yes,Yes,35,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,72.25,2568.55,Yes,1,5898,Don't know,0,Budget Customers
6899-PPEEA,United States,California,Vallejo,"38.104705, -122.247387",Female,Yes,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.55,3580.3,Yes,1,4448,Attitude of service provider,2,Loyal High-Value
2187-LZGPL,United States,California,Walnut Creek,"37.900662, -122.052782",Female,No,No,No,7,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.1,293.3,Yes,1,4414,Attitude of service provider,0,Budget Customers
4597-NUCQV,United States,California,Oakland,"37.776523, -122.219268",Male,Yes,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,2440.15,Yes,1,4287,Attitude of support person,1,At-Risk New
9019-QVLZD,United States,California,Oakland,"37.803883, -122.208417",Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.55,79.55,Yes,1,5082,Competitor made better offer,0,Budget Customers
3707-LRWZD,United States,California,Oakland,"37.828416, -122.216005",Female,No,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,84.05,2781.85,Yes,1,3553,Moved,1,At-Risk New
1455-ESIQH,United States,California,Oakland,"37.787186, -122.14633",Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.1,89.1,Yes,1,2905,Moved,1,At-Risk New
2979-SXESE,United States,California,Berkeley,"37.863843, -122.275684",Female,No,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,94.4,1607.2,Yes,1,4103,Moved,1,At-Risk New
4013-TLDHQ,United States,California,Berkeley,"37.871416, -122.246597",Male,No,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.25,1490.95,Yes,1,3666,Competitor had better devices,1,At-Risk New
3754-DXMRT,United States,California,San Pablo,"37.980269, -122.342635",Male,Yes,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.15,92.65,Yes,1,5655,Competitor offered higher download speeds,0,Budget Customers
7130-VTEWQ,United States,California,San Rafael,"38.018065, -122.546024",Female,Yes,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.75,606.25,Yes,1,4174,Competitor offered more data,1,At-Risk New
6121-VZNQB,United States,California,Bolinas,"37.943087, -122.72379",Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.1,19.1,Yes,1,5890,Competitor made better offer,0,Budget Customers
7903-CMPEY,United States,California,Corte Madera,"37.924014, -122.511694",Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.3,80.3,Yes,1,4138,Competitor had better devices,1,At-Risk New
6996-KNSML,United States,California,Cotati,"38.326215, -122.718742",Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.9,74.9,Yes,1,5919,Competitor had better devices,0,Budget Customers
1704-NRWYE,United States,California,Point Reyes Station,"38.060264, -122.830646",Female,Yes,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.85,751.65,Yes,1,5242,Competitor offered higher download speeds,0,Budget Customers
2592-SEIFQ,United States,California,San Anselmo,"37.99272, -122.575026",Male,No,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.75,66.95,Yes,1,3503,Competitor offered higher download speeds,1,At-Risk New
7481-ATQQS,United States,California,Boulder Creek,"37.171727, -122.142961",Female,Yes,No,No,49,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,4515.85,Yes,1,5651,Competitor offered higher download speeds,2,Loyal High-Value
8642-GVWRF,United States,California,Capitola,"36.977025, -121.952864",Female,No,Yes,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),79.7,165.0,Yes,1,3039,Competitor offered more data,1,At-Risk New
3400-ESFUW,United States,California,Cupertino,"37.306612, -122.080621",Male,No,Yes,No,55,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),57.55,3046.4,Yes,1,5463,Competitor offered more data,2,Loyal High-Value
2057-ZBLPD,United States,California,Los Gatos,"37.233034, -121.947427",Female,No,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.5,1808.7,Yes,1,2036,Competitor offered more data,1,At-Risk New
5502-RLUYV,United States,California,Milpitas,"37.441931, -121.878502",Female,No,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.95,7446.9,Yes,1,4283,Competitor made better offer,2,Loyal High-Value
0023-HGHWL,United States,California,Morgan Hill,"37.161544, -121.649371",Male,Yes,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.1,25.1,Yes,1,5437,Competitor made better offer,0,Budget Customers
9039-RBEEE,United States,California,Santa Clara,"37.351214, -121.952417",Male,No,No,No,39,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),48.95,1880.85,Yes,1,3080,Price too high,1,At-Risk New
8417-FMLZI,United States,California,Santa Cruz,"36.993451, -122.098858",Male,No,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.55,477.55,Yes,1,4242,Product dissatisfaction,1,At-Risk New
1792-UXAFY,United States,California,San Jose,"37.34667, -121.910019",Female,Yes,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.15,1496.9,Yes,1,5082,Service dissatisfaction,0,Budget Customers
0515-YPMCW,United States,California,San Jose,"37.350284, -121.852855",Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,Yes,1,3525,Lack of self-service on Website,1,At-Risk New
0378-XSZPU,United States,California,San Jose,"37.311088, -121.961786",Male,No,Yes,No,58,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),60.3,3563.8,Yes,1,4026,Network reliability,2,Loyal High-Value
4729-XKASR,United States,California,San Jose,"37.238758, -121.828375",Male,No,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.75,24.75,Yes,1,3001,Limited range of services,1,At-Risk New
5449-FIBXJ,United States,California,San Jose,"37.375156, -121.795867",Male,No,Yes,No,19,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.3,2012.7,Yes,1,2349,Lack of affordable download/upload speed,1,At-Risk New
9837-BMCLM,United States,California,Stockton,"37.959706, -121.287669",Male,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.5,242.05,Yes,1,3567,Long distance charges,1,At-Risk New
0137-UDEUO,United States,California,Stockton,"37.974498, -121.319568",Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,63.75,Yes,1,3398,Extra data charges,1,At-Risk New
6161-UUUTA,United States,California,Stockton,"37.902422, -121.440029",Male,Yes,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.9,260.9,Yes,1,4367,Price too high,1,At-Risk New
6543-XRMYR,United States,California,Stockton,"38.044523, -121.348048",Female,Yes,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.7,2967.35,Yes,1,3548,Product dissatisfaction,1,At-Risk New
4925-LMHOK,United States,California,Stockton,"38.049457, -121.21653",Male,No,No,No,15,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),58.6,939.7,Yes,1,2003,Service dissatisfaction,1,At-Risk New
1455-UGQVH,United States,California,Acampo,"38.200231, -121.235034",Male,No,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,1037.75,Yes,1,4501,Lack of self-service on Website,1,At-Risk New
8280-MQRQN,United States,California,Arnold,"38.32153, -120.236358",Female,No,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.45,50.45,Yes,1,2806,Network reliability,1,At-Risk New
2037-SGXHH,United States,California,Campo Seco,"38.233879, -120.861666",Male,No,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.65,3624.3,Yes,1,3498,Don't know,2,Loyal High-Value
3178-FESZO,United States,California,Clements,"38.227285, -121.02789",Female,No,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.25,100.25,Yes,1,5797,Don't know,0,Budget Customers
6087-MVHJH,United States,California,French Camp,"37.873283, -121.292034",Female,No,No,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.45,1422.1,Yes,1,5186,Don't know,0,Budget Customers
4603-JANFB,United States,California,Glencoe,"38.358464, -120.579304",Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,69.85,Yes,1,4548,Poor expertise of online support,1,At-Risk New
3018-TFTSU,United States,California,Hathaway Pines,"38.184914, -120.364085",Male,No,No,No,12,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),81.7,858.6,Yes,1,2850,Poor expertise of phone support,1,At-Risk New
4806-KEXQR,United States,California,Lockeford,"38.166791, -121.14207",Male,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.9,324.3,Yes,1,4669,Competitor had better devices,1,At-Risk New
7083-YNSKY,United States,California,Lodi,"38.128087, -121.4078",Female,No,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.4,399.6,Yes,1,2853,Competitor offered higher download speeds,1,At-Risk New
2479-BRAMR,United States,California,Murphys,"38.147852, -120.440124",Male,Yes,Yes,No,41,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.75,3273.55,Yes,1,4995,Competitor offered more data,2,Loyal High-Value
7434-SHXLS,United States,California,Wallace,"38.192608, -120.957842",Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,20.9,Yes,1,5421,Competitor made better offer,0,Budget Customers
7908-QCBCA,United States,California,Atwater,"37.321233, -120.656354",Female,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.4,69.4,Yes,1,2404,Competitor had better devices,1,At-Risk New
6711-FLDFB,United States,California,Big Oak Flat,"37.818589, -120.256995",Female,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,541.15,Yes,1,5159,Competitor had better devices,0,Budget Customers
3714-JTVOV,United States,California,Crows Landing,"37.435664, -121.049056",Female,Yes,Yes,No,42,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.15,3229.4,Yes,1,2322,Competitor offered higher download speeds,1,At-Risk New
4702-IOQDC,United States,California,Gustine,"37.147198, -121.120161",Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,70.1,Yes,1,2007,Competitor offered higher download speeds,1,At-Risk New
6178-KFNHS,United States,California,Hughson,"37.5923, -120.853288",Female,No,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.3,909.25,Yes,1,3545,Competitor offered higher download speeds,1,At-Risk New
1264-BYWMS,United States,California,La Grange,"37.666587, -120.411517",Male,No,No,No,55,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.8,5283.95,Yes,1,4089,Competitor offered more data,2,Loyal High-Value
9658-WYUFB,United States,California,Lathrop,"37.80821, -121.308401",Female,No,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.4,1617.5,Yes,1,2825,Competitor offered more data,1,At-Risk New
2013-SGDXK,United States,California,Mariposa,"37.526791, -119.99437",Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,84.3,84.3,Yes,1,2172,Competitor offered more data,1,At-Risk New
8580-QVLOC,United States,California,Merced,"37.40122, -120.514191",Female,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),92.45,6440.25,Yes,1,5697,Competitor made better offer,2,Loyal High-Value
2012-NWRPA,United States,California,Modesto,"37.672906, -120.946594",Female,Yes,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.55,1131.2,Yes,1,3172,Competitor made better offer,1,At-Risk New
8808-ELEHO,United States,California,Modesto,"37.716186, -121.025836",Male,Yes,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.25,585.95,Yes,1,3812,Price too high,1,At-Risk New
3506-LCJDC,United States,California,Modesto,"37.612612, -121.108568",Male,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.95,19.95,Yes,1,4860,Product dissatisfaction,0,Budget Customers
3934-HXCFZ,United States,California,Pinecrest,"38.224869, -119.755729",Male,No,Yes,No,23,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,99.25,2186.4,Yes,1,5338,Service dissatisfaction,0,Budget Customers
7666-WKRON,United States,California,Riverbank,"37.734971, -120.954271",Female,No,No,No,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,80.45,3201.55,Yes,1,2224,Lack of self-service on Website,1,At-Risk New
4910-AQFFX,United States,California,Soulsbyville,"37.990574, -120.261821",Male,No,Yes,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.35,661.25,Yes,1,4533,Network reliability,1,At-Risk New
2154-KVJFF,United States,California,Stevinson,"37.316807, -120.855753",Female,No,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.75,1111.85,Yes,1,2813,Limited range of services,1,At-Risk New
9647-ERGBE,United States,California,Turlock,"37.474396, -120.875917",Female,No,Yes,No,30,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3046.15,Yes,1,4664,Lack of affordable download/upload speed,2,Loyal High-Value
3428-XZMAZ,United States,California,Turlock,"37.529656, -120.854357",Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,69.35,Yes,1,5796,Long distance charges,0,Budget Customers
0378-TOVMS,United States,California,Vernalis,"37.609095, -121.263381",Female,No,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,85.8,272.2,Yes,1,5641,Extra data charges,0,Budget Customers
4355-HBJHH,United States,California,Waterford,"37.669516, -120.626964",Male,No,Yes,No,67,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,79.7,5293.4,Yes,1,6289,Price too high,2,Loyal High-Value
9058-CBREO,United States,California,Winton,"37.421299, -120.599587",Female,Yes,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.55,50.55,Yes,1,3357,Product dissatisfaction,1,At-Risk New
0318-QUUOB,United States,California,Santa Rosa,"38.488431, -122.752839",Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55,80.55,Yes,1,4273,Service dissatisfaction,1,At-Risk New
5520-FVEWJ,United States,California,Santa Rosa,"38.439696, -122.668817",Female,No,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.5,916.9,Yes,1,4154,Lack of self-service on Website,1,At-Risk New
5572-ZDXHY,United States,California,Santa Rosa,"38.468893, -122.580539",Female,No,No,No,22,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.3,1855.65,Yes,1,5313,Network reliability,0,Budget Customers
3750-CKVKH,United States,California,Clearlake Oaks,"39.07116, -122.598542",Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,67.75,116.65,Yes,1,2299,Don't know,1,At-Risk New
8063-GBATB,United States,California,Cobb,"38.838088, -122.73203",Female,Yes,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.25,2287.25,Yes,1,5172,Competitor had better devices,0,Budget Customers
4547-KQRTM,United States,California,Eldridge,"38.348884, -122.51699",Female,No,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.05,830.7,Yes,1,3740,Competitor offered higher download speeds,1,At-Risk New
4877-EVATK,United States,California,Elk,"39.108252, -123.645121",Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,20.0,Yes,1,3657,Competitor offered more data,1,At-Risk New
7639-SUPCW,United States,California,Glen Ellen,"38.368744, -122.522642",Female,No,No,No,22,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.8,1054.6,Yes,1,2270,Competitor made better offer,1,At-Risk New
1069-XAIEM,United States,California,Mendocino,"39.305545, -123.743697",Female,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.05,85.05,Yes,1,2975,Competitor had better devices,1,At-Risk New
